feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
-1.6550462794826992,0.9869916824665322,0.13020588122500582,-0.21549777746110094,-0.7361285703771391,0.07721346185936928,0.9616396233880875,1.6160912397640759,-3.8475867644027204,2.2473387129146305,3.9773514804821613,0.6279436094859567,0.3323394028343585,-1.8587009183090815,1.993658699946009,0
-0.043612884011412945,-0.6831802817029415,1.144370540695276,0.5307587546245011,-0.36880322162583684,-0.3132012525230835,1.8223330871311156,0.9230131005247327,-0.7250921367312909,-0.01665397380790168,0.5916534228247693,-0.6027236031946552,-1.9817227186956914,0.3360466436045324,-0.26252428634961245,1
0.4704460008444099,0.35261357104164137,-0.5788403200820791,1.3716329815284012,-1.7318286396828535,-0.5362572390770629,1.0867589540529514,1.9052703750092361,1.8278423866869158,-2.037968052283349,-3.2179457246819907,2.6186787615492806,-1.1052196473925566,-0.26544475218010377,-2.3606547006024847,0
-0.5994872906012134,-0.7235418637413056,-1.1692113327976903,0.7311091442209081,-1.371196762300708,4.005528780552121,-3.3348571982610284,-6.053829404103579,-1.5099734487501113,2.356175675775239,3.7459732817944307,-2.7400540725753153,-0.40993135792476165,2.8700230845440116,2.4164074255817427,0
0.6457292861472982,-1.0920125909190643,-0.18974030864395094,0.06223433546513717,-0.2537584605788002,-0.5028538383962433,0.8961473285408973,-1.7492753703702104,2.8247025902216625,3.460592328391561,1.6681696940319577,-0.23499347625160028,-0.6632208577167329,0.28264693610406555,0.21739536411716465,1
-1.3672176329831547,-1.2252371896762841,-0.5527867751075789,-0.09919946965654436,0.40808037790953305,2.356058637945804,-1.2251452272153838,-4.04009604150672,-2.2358182077235647,3.678395708754543,5.41930305610985,0.34806309607382335,-0.8597250899430822,0.5183736374440333,4.755588411075545,0
3.115171727899594,-1.1959937592503136,0.900174746593495,-1.1655808875399016,-1.583831826779838,-2.1275421187933103,-0.16358930510225145,-1.1826223963550728,-1.5045646074108958,-0.779841088626432,1.2407717089781904,2.230396449971886,-0.5114011815718402,-2.07454311799784,0.08612447194468076,1
0.31460451042798554,1.0769611192200614,1.0721084740971547,1.2950171368023753,-1.9856084588126837,2.007206928396979,-0.38665186718074274,-4.307604843146612,-3.1802868994119238,4.057768982494176,6.91187905353593,-0.9025383447443909,-0.11687091816113182,-0.2164098052902803,4.4816957543432085,0
0.8344173636567374,-0.2879608015250763,-0.10007502754095332,0.8645852439183085,-0.009700237065345476,3.5329179131616684,-5.863733072435575,-6.9265951354396496,-0.6173173386632811,0.24882106415253236,1.406987660375405,-1.7510090793691542,0.2483509978696359,2.0393081570497333,1.9239618620888153,0
2.045270450100782,-0.7877639046380631,1.0246351326235157,0.8140414760866385,0.24006960987651976,-3.3421759852792046,2.4832914639753705,-0.27895750041683554,-2.1055936150748993,-1.32653252545723,1.6718373985783752,-0.48286573802166843,1.5149860127901005,-0.4085207020773376,2.223182421640243,1
-3.6658597550740506,0.6096915141436462,-0.6318306898959459,-0.13695961470635828,1.6590410231022497,1.9581344692580678,-0.31719485051707996,-0.7623154101367695,-2.0447702907756256,1.5400602558562868,1.7803739660827513,-0.6819026289187974,0.6758079756761755,3.1749757520934736,0.2041566525780243,0
2.7422466400640158,0.20726700954390023,-0.21008720757449448,-0.8788002031888149,-0.6495575802725632,-2.563536986043136,-1.552939441769567,-0.6705353053634265,0.37276773316267264,1.343102304501199,0.3595106521642669,-4.61065059923433,-0.7568652775023226,-0.03912088446039497,-4.854524868993494,1
